post_id,filename,description,likes,comments,views
"1719804655356592208","2018-02-21_1719804655356592208.jpg","Helix piercing done with a 3mm opal set in titanium  stud.  Done by #piercing_by_gina at #albanymodernbodyart #professionalpiercer #PublishedPiercer #safepiercing #girlswithpiercings #piercings","18","0","0"
"1719940661158322759","2018-02-21_1719940661158322759.jpg","Helix done with a 3mm faux opal in a titanium setting. Done by #piercing_by_gina at #albanymodernbodyart #professionalpiercer #PublishedPiercer #safepiercing #piercings #albanyny #girlswithpiercings","23","0","0"
"1719942068489883740","2018-02-21_1719942068489883740.jpg","Helix done with a 3mm faux opal in a titanium setting done by #piercing_by_gina at #albanymodernbodyart #safepiercing #girlswithpiercings #professionalpiercer #PublishedPiercer #piercings","14","0","0"
"1721276649012796008","2018-02-23_1721276649012796008.jpg","Double flat piercing with tianium and faux opal studs. Done by #piercing_by_gina at #albanymodernbodyart #girlswithpiercings #piercings #earpiercing #professionalpiercer #safepiercing #PublishedPiercer #albanyny #piercing #piercinglove #cantstopwontstop","26","0","0"
"1731389764908007369","2018-03-09_1731389764908007369.jpg","Watercolor giraffe done on an amazing client. #girlwithtattoos #tattoo #giraffe #albany","40","5","0"
"1731392603042549420","2018-03-09_1731392603042549420.jpg","Baby giraffe tattoo done on a great client. #giraffe #girlwithtattoos #tattoos #albany","35","2","0"
"1731398859702628651","2018-03-09_1731398859702628651.jpg","Little Arabic tattoo done a few weeks back
#tattoos #albany #girlswithtattoos #tinytattoo","20","0","0"
"1731400944439333812","2018-03-09_1731400944439333812.jpg","Memorial tattoo done on a clients forearm
#memorialtattoo #tattoos #girlswithtattoos #albany","24","0","0"
"1735827506647704348","2018-03-15_1735827506647704348.jpg","Double upper helix done on @maryraiti  at #albanymodernbodyart by #piercing_by_gina with purple faux opal and titanium studs. #publishedpiercer #professionalpiercer #safepiercing #girlswithtattoos #girlswithpiercings #helixpiercing #piercings #albanyny #piercing #piercinglove #cantstopwontstop","32","0","0"
"1747638667356321260","2018-04-01_1747638667356321260.jpg","Little black and grey flowers done on her ribcage. #tattoos #flowertattoo #girlswithtattoos #albany","67","0","0"
"1752726019922829778","2018-04-08_1752726019922829778.jpg","Little rose behind the ear.
#rosetattoo #roses #tattoos #girlswithtattoos #albany #tinytattoo #girlytattoos","47","0","0"
"1754463810323097309","2018-04-10_1754463810323097309.jpg","I will be at the Saratoga Tattoo expo this weekend and will be away from the shop. Catch me at the Modern Body Art booth. I hope to see you there.
#albanymodernbodyart #piercings #saratogatattooexpo #albanyny #safepiercing #piercing #femaleartists #professionalpiercer","32","2","0"
"1757489032194375385","2018-04-14_1757489032194375385.jpg","Fun little triple flat done at #saratogatattooexpo with titanium studs with lavender faux opal. #professionalpiercer #safepiercing #piercings #piercing_by_gina #girlswithpiercings #publishedpiercer #piercing #cantstopwontstop #piercinglove","38","3","0"
"1757554325033788050","2018-04-14_1757554325033788050.jpg","Fun double helix done at #saratogatattooexpo by @piercing_by_gina with faux blue and lavender opal titanium studs. #professionalpiercer #publishedpiercer #piercings #safepiercing #girlswithpiercings #helixpiercing #cartilagepiercing #nofilter","25","2","0"
"1759931250003930750","2018-04-18_1759931250003930750.jpg","Fun little lady bug done about the size of a dime. #ladybug #tattoos #girlswithtattoos #tinytattoo #lucky #bugtattoo #ladybugtattoo","27","1","0"
"1762504950318360707","2018-04-21_1762504950318360707.jpg","Fresh daith on @graceabend done by @piercing_by_gina at #albanymodernbodyart with a titanium ring and a faux purple opal disk. #professionalpiercer #femaleartist #piercings #girlswithpiercings #nofilter #daithpiercing #albanyny #piercinglove #cantstopwontstop","33","1","0"
"1772987636816141705","2018-05-06_1772987636816141705.jpg","Little bow jammer on my good friend. Done at #albanymodernbodyart by #piercing_by_gina #tattoos #tattoo #tinytattoo #fingertattoo #finger #eternalink #girlswithtattoos #girlswithpiercings #tragicempire #professional","23","6","0"
"1777747706573580001","2018-05-12_1777747706573580001.jpg","Double helix done with titanium studs and faux lavender opals. Done at #albanymodernbodyart by #piercing_by_gina #piercings #piercing #helixpiercing #doublehelix #professionalpiercer #safepiercing #publishedpiercer #albanyny #femaleartist #piercinglove #cantstopwontstop","37","0","0"
"1777930756477490922","2018-05-13_1777930756477490922.jpg","Daith piercings on a couple of amazing clients. Done with a titanium ring with faux white opal. Done at #albanymodernbodyart by #piercing_by_gina #professionalpiercer #publishedpiercer #piercings #piercing #girlswithpiercings #daithpiercing #daith","26","0","0"
"1780628650502593703","2018-05-16_1780628650502593703.jpg","Happy National Piercing Day!!!! Today, and today only, take $10 off of your piercing from the hours of 12pm to 9pm. Come on in and celebrate and get some sparkle.
#safepiercing #professionalpiercer #publishedpiercer #piercing #piercings #girlswithpiercings #girlswithtattoos #albanymodernbodyart #albanyny #nationalpiercingday","39","0","0"
"1781504662853585082","2018-05-17_1781504662853585082.jpg","Two great clients... two beautiful daith piercings done at #albanymodernbodyart by #piercing_by_gina with a titanium ring and faux lavender opal and a faux white opal.
#professionalpiercer #publishedpiercer #piercings #piercing #daithpiercing #daith #girlswithpiercings #safepiercing #earpiercing","25","3","0"
"1783685147679555130","2018-05-20_1783685147679555130.jpg","Carmen got some new tattoos. I love my jeep
#jeeper #jeeplife #jeepster #bossjeeps #jeepwrangler #jeepsysoul #cdjw #upstateny #piercer","35","0","0"
"1792435896207055374","2018-06-02_1792435896207055374.jpg","Fresh daith piercing done with a titanium captive with a faux lavender opal. Done by #piercing_by_gina at #albanymodernbodyart #titanium #daithpiercing #daith #piercing #piercings #girlswithpiercings #albanyny #femaleartist #piercinglove #cantstopwontstop","28","0","0"
"1792458714286254191","2018-06-02_1792458714286254191.jpg","Double conch piercing done with titanium captive hoops with faux blue opal. Done by #piercing_by_gina at #albanymodernbodyart #piercing #piercings #conchpiercing #conch #earpiercing #titanium #professionalpiercer #publishedpiercer #girlwithpiercings #albanyny #femaleartists #piercinglove #cantstopwontstop","34","5","0"
"1795157370768665706","2018-06-05_1795157370768665706.jpg","Triple flat triangle with titanium studs and Swarovski crystal. Done at #albanymodernbodyart by #piercing_by_gina #professionalpiercer #publishedpiercer #piercing #piercings #girlswithpiercings #safepiercing #earpiercing #albanyny #femaleartist
#piercinglove #cantstopwontstop","47","0","0"
"1799500299721066238","2018-06-11_1799500299721066238.jpg","When Sunday was an adventure, but work is the next day... let her wear her war paint.
#jeeplife #jeepsysoul #jeepher #jkwrangler #wrangler #adventure #jeepgirl #femaleartist #bodypaint #jeeplife #upstatenyjeeps #upstateny #capitaldistrictjeepwrangler","35","0","0"
"1803201135962227049","2018-06-16_1803201135962227049.jpg","Piercings I did a little over 3 years ago. Upgraded the jewlery to some gorgeous blue faux opals set in a titanium setting.
#piercing #piercings #albanyny #albanymodernbodyart #helixpiercing #earpiercing #girlswithpiercings #publishedpiercer #safepiercing #professionalpiercer #femaleartists","28","0","0"
"1807603493579983982","2018-06-22_1807603493579983982.jpg","Fun little double helix with titanium and Swarovski studs. Done at #albanymodernbodyart by #piercing_by_gina #helixpiercing #piercing #publishedpiercer #professionalpiercer #safepiercing #piercings #girlswithpiercings #earpiercing #piercinglove #cantstopwontstop","33","0","0"
"1811250902163888902","2018-06-28_1811250902163888902.jpg","Fun little triple forward helix on an amazing client. Done with 2mm titanium and Swarovski studs at #albanymodernbodyart by #piercing_by_gina 
#publishedpiercer #professionalpiercer #safepiercing #piercing #piercings #earpiercing #helixpiercing #femaleartists #albanyny #female piercer #girlswithpiercings #piercinglove  #cantstopwontstop","44","4","0"
"1816883760740107354","2018-07-05_1816883760740107354.jpg","Fun double helix on a super cool client. Happy birthday girly. 
Done at #albanymodernbodyart by #piercing_by_gina with titaniium studs and 3mm swarofski front ends.
#helixpiercing #piercing #piercings #safepiercing #earpiercing #helix #cantstopwontstop #femaleartist #bodypiercing #albanyny #publishedpiercer #professionalpiercer","32","3","0"
"1821384772825859098","2018-07-11_1821384772825859098.jpg","Fun anti-eyebrow surface bar done on @aepelaffeln. Done with a titanium surface bar at #albanymodernbodyart by #piercing_by_gina 
#piercing #piercings #surfacepiercing #facialpiercings #professionalpiercer #publishedpiercer #safepiercing #albanyny #femaleartist #cantstopwontstop #BodyModification #titanium","37","0","0"
"1823508198097076017","2018-07-14_1823508198097076017.jpg","Fresh daith piercing done on an amazing client. Done with a titanium ring and a faux opal captive done at #albanymodernbodyart by #piercing_by_gina 
#daith #daithpiercing #piercing #piercings #BodyModification #earpiercing #girlswithpiercings #nofilter #cantstopwontstop #femaleartist #albanyny #titanium #safepiercing","40","3","0"
"1827282604233371967","2018-07-20_1827282604233371967.jpg","Fun double forward helix done at #albanymodernbodyart by #piercing_by_gina with two titanium studs with 2mm swarofski crystal front ends.

#piercing #piercings #earpiercing #safepiercing #forewardhelixpiercing #helixpiercing #bodypiercing #BodyModification #cantstopwontstop #albanyny #femaleartist #femalepiercer","53","2","0"
"1831425678384277750","2018-07-25_1831425678384277750.jpg","Fun little double tragus piercing done by @piercing_by_gina with titanium studs and 2mm swarofski front ends.

#albanymodernbodyart #albanyny #professionalpiercer #safepiercing #earpiercing #piercing #piercings #modifications #cantstopwontstop #femaleartist #femalepiercer #publishedpiercer","56","2","0"
"1836540304327300336","2018-08-01_1836540304327300336.jpg","Just a friendly reminder I will be away from the studio this weekend. I will be back on Tuesday to resume my normal schedual. Have a great weekend.

#roadtrip #jeepher #jeepsysoul #jeeplife #vacation","21","2","0"
"1839586507549440947","2018-08-06_1839586507549440947.jpg","When your family is #jeeplife 
#jeepsysoul #jeepher #crawlher #jeepwrangler #jeeplife #photographer #piercer #banking boss","25","1","0"
"1840816410894775368","2018-08-07_1840816410894775368.jpg","Fun little conch piercing on @cassiebolaski with a titanium stud and 4mm lavender opal front end

#piercings #piercer #earpiercing #piercing #publishedpiercer #professionalpiercer #femalepiercer #femaleartist #albanyny #safepiercing #cantstopwontstop #upstateny #albanyny","42","5","0"
"1840962480517820705","2018-08-08_1840962480517820705.jpg","Fresh daith piercing done on @adrianarisch5 with a titanium ring and 3mm lavender opal captive

#piercings #piercing_by_gina #piercing #girlswithpiercings #safepiercing #earpiercing #daith #daithpiercing #professionalpiercer #femaleartist #femalepiercer #albanyny #cantstopwontstop #nofilter","31","1","0"
"1843725007778005201","2018-08-11_1843725007778005201.jpg","Conch done on @isabellabulnes with a titaium stud and 5mm white faux opal front end.

#piercings #piercer #earpiercing #conchpiercing #conch #professionalpiercer #publishedpiercer #safepiercing #cantstopwontstop #albanyny #femalepiercer #femaleartist","46","0","0"
"1846647019529497059","2018-08-15_1846647019529497059.jpg","Gorgeous double midway on @larose_94 with 2mm swarofski front ends in a titanium setting.

#earpiercing #piercings #piercing_by_gina #piercing #midway #cartilagepiercing #helixpiercing #helix #cantstopwontstop #publishedpiercer #professionalpiercer #femalepiercer #albanyny #safepiercing","38","2","0"
"1851909897803216460","2018-08-23_1851909897803216460.jpg","Fun triple helix combo of swarofski studs and 5mm blue opal studs done at #albanymodernbodyart by #piercing_by_gina 
#helix #helixpiercing #piercings #piercing #girlswithpiercings #earpiercing #cartilagepiercing #cantstopwontstop #albanyny #femalepiercer #safepiercing #professionalpiercer #publishedpiercer","58","10","0"
"1856922559830084682","2018-08-30_1856922559830084682.jpg","Fun triple flat on @sincerity0110 done at #albanymodernbodyart with titanium and Swarovski front ends.

#professional #publishedpiercer #piercings #earpiercing #helix #helixpiercing #cantstopwontstop #femaleartist #safepiercing #girlswithpiercings","43","3","0"
"1871521718776703606","2018-09-19_1871521718776703606.jpg","Fun little double helix done with 3mm swarafski front ends with titanium studs. Done at #albanymodernbodyart by #piercing_by_gina 
#doublehelix #helixpiercing #piercings #piercing #earpiercing #earpiercings #safepiercing #professionalpiercer #publishedpiercer #albanyny #femaleartist #femalepiercer #cantstopwontstop #nofilter","45","1","0"
"1871523937083708406","2018-09-19_1871523937083708406.jpg","Fun little faux snug done with titanium studs. Done at #albanymodernbodyart by #piercing_by_gina 
#earpiercings #snugpiercing #earpiercing #piercings #piercing #albanyny #albanymodernbodyart #safepiercing #publishedpiercer #professionalpiercer #femalepiercer #femaleartist #BodyModification","83","2","0"
"1877991527569980912","2018-09-28_1877991527569980912.jpg","Fun little triangle done on the flat with titanium studs and 4mm swarofski front ends done by @piercing_by_gina at #albanymodernbodyart 
#publishedpiercer #professionalpiercer #femalepiercer #femaleartist #albanyny #albanymodernbodyart #piercings #piercing #earpiercings #helixpiercing #cartilagepiercing #titanium #safepiercing #girlswithpiercings #cantstopwontstop #sparkle","59","1","0"
"1879235222239795266","2018-09-29_1879235222239795266.jpg","Fun little single midway done on a forever client with a titanium stud and 3mm swarafski front end done at #albanymodernbodyart by @piercing_by_gina 
#helixpiercing #cartilagepiercing #girlswithpiercings #piercings #piercing #publishedpiercer #professionalpiercer #titanium #sparkle #cantstopwontstop #femaleartist #femalepiercer #albanyny #nofilter #BodyModification #safepiercing","38","0","0"
"1882186714823590170","2018-10-03_1882186714823590170.jpg","Fun little daith done with a titanium ring and 4mm faux blue opal done at #albanymodernbodyart by @piercing_by_gina

#bodypiercing #BodyModification #safepiercing #piercings #piercer #piercing #earpiercings #earpiercing #daith #daithpiercing #titanium #girlswithpiercings #cantstopwontstop #albanyny #femaleartist #femalepiercer #publishedpiercer #professionalpiercer #albanymodernbodyart","50","4","0"
"1884388698284555550","2018-10-06_1884388698284555550.jpg","Daith done on an amazing client. Done with a titanium ring and a 4mm trapped white opal dine at #albanymodernbodyart 
#daithpiercing #daith #earpiercings #earpiercing #femalepiercer #femaleartist #safepiercing #BodyModification #piercings #piercing_by_gina #piercing #cantstopwontstop #albanyny #upstateny #titanium #girlswithpiercings #nofilter","36","2","0"
"1893278127917095528","2018-10-19_1893278127917095528.jpg","Fun little tragus I got to do on Tuesday. Done with a rose gold annodized titanium stud with a 3mm opal front end.

#piercings #piercing_by_gina #albanymodernbodyart #albanyny #femalepiercer #femaleartists #piercing #earpiercings #earpiercing #earrings #tragus #traguspiercing #opal #titanium #safepiercing #cantstopwontstop #BodyModification #publishedpiercer #professionalpiercer #girlswithpiercings","42","2","0"
"1893280665059733441","2018-10-19_1893280665059733441.jpg","Bottom helix not done by me, but the top helix to match is a titanium stud with a faux blue opal 4mm front end.

#helix #helixpiercing #piercer #piercings #piercing_by_gina #piercing #albanymodernbodyart #albanyny #professionalpiercer #publishedpiercer #femalepiercer #femaleartist #cartilagepiercing #girlswithpiercings #nofilter #titanium #opal #earpiercing #earpiercings #earrings #safepiercing #cantstopwontstop","42","1","0"
"1901761048390683751","2018-10-30_1901761048390683751.jpg","Different take on a double conch piercing. Top is healed bottom is fresh both done by me at #albanymodernbodyart. Top done with a 3mm swarafski front end set in a titanium stud with a titanium fixed bead ring underneath.

#piercings #piercing #piercing_by_gina #piercer #femaleartist #femalepiercer #albanyny #albanymodernbodyart #earpiercings #earpiercing #nofilter #BodyModification #titanium #safepiercing #swarfski #sparkle #conchpiercing #conch #girlswithpiercings","46","0","0"
"1904673309728217483","2018-11-03_1904673309728217483.jpg","When a client says suprise me, that is exactly what they get. Got to do this really fun triple flat piercing on an amazing client. Done with titanium studs and 3mm swarafski front ends.

#publishedpiercer #professionalpiercer #piercings #piercing #piercing_by_gina #safepiercing #sparkle #albanyny #albanymodernbodyart #cantstopwontstop #femaleartist #femalepiercer #earpiercings #earpiercing #BodyModification #bodyjewlery #earwork #titanium #piercer #nofilter #girlswithpiercings #girlswithtattoos #cartilagepiercing","55","2","0"
"1908323540382326264","2018-11-08_1908323540382326264.jpg","Swapped out her healed daith piercing to a gorgeous mirror finish, hand polished titanium seemless ring. Then added onto this ear with a double forward helix piercing done with titanium studs and 2mm swarofski front ends.

#albanymodernbodyart #albanyny #professionalpiercer #publishedpiercer #safepiercing #girlswithpiercings #piercings #piercing #helix #helixpiercing #piercingshop #femaleartist #femalepiercer #forewardhelixpiercing #nofilter #cantstopwontstop #piercing_by_gina #titanium #swarfski #piercingsofinstagram","57","4","0"
"1922039862534408124","2018-11-27_1922039862534408124.jpg","Want to know why I always make sure to be adamant about you not touching your new piercings.... enter exhibit A. This is everything you dont want by it... please never touch or play with a new piercing.

#safepiercing #professionalpiercer #publishedpiercer #albanymodernbodyart #piercingsofinstagram #piercings #piercing #upstateny #albanyny #girlswithpiercings #guyswithpiercings #ewwww #donttouchme #troyny #femalepiercer #femaleartist","82","4","0"
"1922239166591108154","2018-11-28_1922239166591108154.jpg","LADIES AND GENTLEMEN 
The jewelry on the right is permanent implant grade high polished F136 Titanium... which is all you will ever get in this studio. The left....well....that is what you get when you go to those $20.00 specials. Only the GOOD belongs in your body.

#safepiercing #professionalpiercer #publishedpiercer #piercings #piercing #earpiercing #earpiercings #troyny #albanyny #albanymodernbodyart #piercing_by_gina #titanium #impactalbany #femalepiercer #femaleartist #awesome #best #cantstopwontstop","47","2","0"
"1922932872201689289","2018-11-29_1922932872201689289.jpg","Super awesome client came in tonight. She decided on 2 seperate faux opal titanium captive rings. Daith is on the left ear and the conch is on the right. Done with high polish titanium rings and a 4mm whute and 4mm black faux opal.

#girlswithpiercings #girlswithtattoos #awesome #titanium #sparkle #daithpiercing #daith #conchpiercing #conch #piercednurses #albany #albanymodernbodyart #albanyny #troyny #cantstopwontstop #femaleartist #piercings #piercing #piercing_by_gina #piercingsofinstagram #safepiercing #professionalpiercer #publishedpiercer","41","5","0"
"1929310326592215372","2018-12-07_1929310326592215372.jpg","Double helix piercing done on an amazing client with titanium studs and Swarovski 3mm front ends.

#albanyny #troyny #professionalpiercer #publishedpiercer #femalepiercer #femaleartist #helix #helixpiercing #cartilagepiercing #cartilage #piercings #piercing #piercingsofinstagram #safepiercing #upstateny #cantstopwontstop #titanium #swarfski #sparkle #nofilter #BodyModification  #modification","48","0","0"
"1930008767596913196","2018-12-08_1930008767596913196.jpg","Double forward helix done on an amazing client. Lower is healed top is fresh done with titanium studs and 2mm swarofski front ends.

#albanyny #albany #piercings #piercing #professionalpiercer #publishedpiercer #safepiercing #titanium #swarfski #helix #helixpiercing #forewardhelixpiercing #girlswithpiercings #troyny #BodyModification #cantstopwontstop #femalepiercer #femaleartist #sparkle #piercingsofinstagram #piercing_by_gina","50","2","0"
"1930348133464701657","2018-12-09_1930348133464701657.jpg","Christmas tree is up along side of the Jeep wall... and apparently the guy on the television is confused why I don't have more Jeep stuff.

#professionalpiercer #jeepher #jeepsysoul #jeepwrangler #jeeper #cdjw #518 #publishedpiercer #albanyny #holidays #jeeplife #jeep #femaleartist #femalepiercer #family #upstateny #justforjeepgirls #oops","46","2","0"
"1934329692106699453","2018-12-14_1934329692106699453.jpg","Fun triple flat on @missamerricaa done with titanium studs and 2mm swarofski front ends and a 3mm swarafski front end in the middle.

#triplehelix
#triplehelixpiercing #helix #helixpiercing #earwork #earpiercing #earpiercings #bodyjewlery #BodyModification #professionalpiercer #publishedpiercer #piercing_by_gina #cantstopwontstop #femaleartist #femalepiercer #girlswithpiercings #instapiercing #piercingsofinstagram #albanyny #troyny #upstateny #piercings #piercing #titanium #swarfski #safepiercing #sparkle","45","1","0"
"1934358821212478604","2018-12-14_1934358821212478604.jpg","Double flat done with titanium studs and 3mm swarafski front ends on an awesome client.

#doublehelix #doublehelixpiercing #helixpiercing #helix #piercings #piercing #girlswithpiercings #earwork #earpiercing #titanium #swarfski #sparkle #nofilter #safepiercing #cantstopwontstop #femalepiercer #femaleartist #albanyny #troyny #piercingsofinstagram #professionalpiercer #publishedpiercer ##cartilagepiercing #cartilage #piercing_by_gina","50","0","0"
"1934539794021581495","2018-12-15_1934539794021581495.jpg","Fresh forward helix done with a titanium stud and 2mm swarofski front end.

#forewardhelixpiercing #helixpiercing #helix #publishedpiercer #professionalpiercer #piercings #piercing #earwork #BodyModification #albanymodernbodyart #albanyny #troyny #titanium #sparkle #safepiercing #swarfski #femaleartist #femalepiercer #bodypiercing #bodypiercings #piercingsofinstagram #piercing_by_gina","54","5","0"
"1939598190672389565","2018-12-22_1939598190672389565.jpg","Got the privilege of piercing this conch at a 4g with blue #gorillaglass sat like a champ.

#blueglass #safepiercing #gorillaglass #professionalpiercer #publishedpiercer #albanyny #troyny #piercings #piercingsofinstagram #instapiercing #piercing #earwork #earpiercing #earpiercings #glass #femalepiercer #femaleartists #BodyModification #conchpiercing #conch #cantstopwontstop #guyswithpiercings","66","2","0"
"1950272265560064696","2019-01-05_1950272265560064696.jpg","Miss @moevandy came in today for a nice conch piercing with a niobium ring and a 4mm white opal.

#piercings #piercingsofinstagram #piercing #professionalpiercer #piercingshop #publishedpiercer #safepiercing #opal #bodyjewlery #BodyModification #nofilter #niobium #earpiercings #earpiercing #earwork #femalepiercer #femaleartist #girlswithpiercings #girlswithtattoos #cantstopwontstop #conchpiercing #conch #troyny #albanyny","58","4","0"
"1950371350422031749","2019-01-05_1950371350422031749.jpg","Sometimes the best pairing is something nice and simple. Double helix done with titanium seemless rings.

#bodyjewlery #helix #helixpiercing #piercings #piercingsofinstagram #piercing #bodypiercings #earwork #earpiercing #earpiercings #BodyModification #girlswithtattoos #girlswithpiercings #femalepiercer #femaleartist #professionalpiercer #publishedpiercer #cartilagepiercing #titanium #safepiercing #cantstopwontstop #nofilter #albanymodernbodyart #albanyny #troyny","65","0","0"
"1952431323415110729","2019-01-08_1952431323415110729.jpg","Loved doing this daith piercing with a niobium ring and 4mm faux opal.

#piercings #piercing #piercing_by_gina #publishedpiercer #piercingsofinstagram #piercingshop #albanyny #albanymodernbodyart #daith #daithpiercing #bodyjewlery #BodyModification #nofilter #niobium #cantstopwontstop #earpiercings #earpiercing #earwork #femalepiercer #femaleartist #girlswithpiercings #girlswithtattoos #troyny #justpierceit #safepiercing","56","3","0"
"1953268399974986568","2019-01-09_1953268399974986568.jpg","Fun double forward helix done on @jordanpaige364 with 3mm and 4mm swarofski front ends with titanium studs.

#publishedpiercer #professionalpiercer #piercings #piercing #instapiercing #piercingsofinstagram #forewardhelixpiercing #helix #helixpiercing #swarfski #safepiercing #femalepiercer #femaleartists #girlswithpiercings #girlswithtattoos #BodyModification #modification #albanymodernbodyart #piercing_by_gina #bodypiercings #earpiercing #earwork #troyny","59","4","0"
"1959139267468934465","2019-01-18_1959139267468934465.jpg","What is a septum without an under shot. Septum piercing done on an awesome client today with a titanium horseshoe.

#publishedpiercer #professionalpiercer #piercings #piercingsofinstagram #piercing #bodypiercings #septumpiercing #septum #titanium #BodyModification #cantstopwontstop #albanyny #albanymodernbodyart #instapiercing #troyny #facialpiercings #bodypiercing #bodyjewlery #piercing_by_gina #safepiercing","71","0","0"
"1960523765620352265","2019-01-19_1960523765620352265.jpg","Got the pleasure of doing this daith piercing with an Eternity clicker by @maria_tash in anodized gold titanium.

#mariatash #safepiercing #daith #daithpiercing #piercings #piercingsofinstagram #instapiercing #professionalpiercer #publishedpiercer #earwork #earpiercing #albanymodernbodyart #albanyny #troyny #titanium #sparkle #earpiercings #bodyjewlery #BodyModification #cantstopwontstop #femalepiercer #femaleartist #piercinglove #piercing_by_gina","82","2","0"
"1962607603414615357","2019-01-22_1962607603414615357.jpg","Fun double forward helix on an awesome client using a 2mm and a 4mm swarofski front ends with titanium studs.

#publishedpiercer #professionalpiercer #safepiercing #bodyjewlery #bodypiercings #BodyModification #earwork #earpiercing #earpiercings #titanium #swarfski #sparkle #girlswithpiercings #girlswithtattoos #instapiercing #piercingsofinstagram #piercing #piercings #albanymodernbodyart #piercing_by_gina #forewardhelixpiercing #femalepiercer #femaleartist #troyny #cantstopwontstop","53","0","0"
"1963405279521826554","2019-01-23_1963405279521826554.jpg","Triple helix piercing done with a 3mm swarafski front end in between 2 2mm swarofski front ends with titanium studs.

#publishedpiercer #professionalpiercer #piercings #piercing #helixpiercing #earpiercing #earwork #earpiercings #helix #cantstopwontstop #cartilagepiercing #cartilage #bodyjewlery #bodypiercings #BodyModification #titanium #swarfski #safepiercing #sparkle #girlswithpiercings #girlswithtattoos #instapiercing #piercingsofinstagram #albanyny #troyny #femalepiercer #femaleartists","61","0","0"
"1965647449800573692","2019-01-26_1965647449800573692.jpg","Always fun to do a cute double conch on amazing clients. This one belongs to @lexi_holmes99 dont with swarofski 3mm and 5mm heads on titanium studs.

#publishedpiercer #professionalpiercer #piercings #piercing #earpiercings #earpiercing #conchpiercing #conch #cantstopwontstop #nofilter #titanium #swarfski #girlswithpiercings #girlswithtattoos #BodyModification #bodyjewlery #bodypiercings #earwork #safepiercing #instapiercing #piercingsofinstagram #cartilagepiercing #albanymodernbodyart #albanyny #troyny #518 #femaleartist #femalepiercer #sparkle #awesome","67","1","0"
"1969897011323292881","2019-02-01_1969897011323292881.jpg","Fun forehelix piercing on miss @laurenashleyvoss done with a titanium stud and 2mm swarofski diamond with hemotite clusters.

#publishedpiercer #professionalpiercer #safepiercing #bodyjewlery #bodypiercings #BodyModification #bodypiercing #earpiercing #earwork #earpiercings #piercings #piercing #albanymodernbodyart #albanyny #troyny #schenectadyny #518 #instapiercing #piercingsofinstagram #helixpiercing #forewardhelixpiercing #girlswithpiercings #guyswithpiercings #girlswithtattoos #femalepiercer #swarfski","67","12","0"
"1975746425002408683","2019-02-09_1975746425002408683.jpg","","48","0","0"
"1980913142255141390","2019-02-17_1980913142255141390.jpg","Fun faux snug on an amazing client. Done with 2 2.5 mm princess cut Swarovski front ends set in totanium studs. Slide for details.

#titanium #swarovski #sparkle #snugpiercing #fauxsnug #piercings #piercing #bodyjewlery #bodypiercings #BodyModification #earpiercings #earpiercing #earwork #safepiercing #girlswithpiercings #guyswithpiercings #girlswithtattoos #guyswithtattoos #girlswhopierce #femalepiercer #femaleartists #518 #albanyny #troyny #capitalregion #cantstopwontstop #nofilter #piercingshop #albanymodernbodyart #piercing_by_gina","48","8","0"
"1980913142263632409","2019-02-17_1980913142263632409.jpg","Fun faux snug on an amazing client. Done with 2 2.5 mm princess cut Swarovski front ends set in totanium studs. Slide for details.

#titanium #swarovski #sparkle #snugpiercing #fauxsnug #piercings #piercing #bodyjewlery #bodypiercings #BodyModification #earpiercings #earpiercing #earwork #safepiercing #girlswithpiercings #guyswithpiercings #girlswithtattoos #guyswithtattoos #girlswhopierce #femalepiercer #femaleartists #518 #albanyny #troyny #capitalregion #cantstopwontstop #nofilter #piercingshop #albanymodernbodyart #piercing_by_gina","48","8","0"
"1983000321987091706","2019-02-19_1983000321987091706.jpg","Fun forehelix piercing done with a 2.5 princess cut Swarovski front end in a titanium stud.

#instapiercing #piercingsofinstagram #piercings #piercingshop #piercing #helixpiercing #helix #cartilagepiercing #earpiercings #earwork #girlswithpiercings #girlswithtattoos #guyswithtattoos #guyswithpiercings #safepiercing #titanium #bodyjewlery #bodypiercings #BodyModification #sparkle #albanyny #albanymodernbodyart #piercing_by_gina #forewardhelixpiercing #troyny #518 #femaleartist #femalepiercer #girlswhopierce #capitalregion","38","6","0"
"1990259831764013326","2019-03-01_1990259831764013326.jpg","Fun little surface bar done in front of this birthday girls tragus. Done with a 14g 2mm rise 7/16th length titanium bar.","28","6","0"
"1991046154401640238","2019-03-03_1991046154401640238.jpg","I love it when a client come in and lets me put my own spin on what they want. Triple foreward helix piercing done on this awesome client with a 4mm tear drop and 2 2mm princess cut Swarovski fronts ends set in titanium.

#publishedpiercer #professionalpiercer #femaleartist #femalepiercer #girlswhopierce #girlswithpiercings #girlswithtattoos #guyswithtattoos #guyswithpiercings #bodyjewlery #bodypiercings #BodyModification #newpiercing #piercings #earpiercings #earwork #instapiercing #piercingsofinstagram #albanyny #troyny #capitalregion #forewardhelixpiercing #helixpiercing #piercing #piercing_by_gina #albanymodernbodyart #cantstopwontstop","62","4","0"
